,Date/Time,Day,Dew Point Temp (°C),Month,Rel Hum (%),Stn Press (kPa),Temp (°C),Time,Visibility (km),Weather,Wind Dir (10s deg),Wind Spd (km/h),Year,filename
594,2016-08-03 09:00,3,13.6,8,88.0,102.47,15.6,9,24.1,0,10.0,13.0,2016,katkam-scaled/katkam-20160803090000.jpg
595,2016-08-03 11:00,3,13.0,8,75.0,102.51,17.4,11,24.1,0,10.0,7.0,2016,katkam-scaled/katkam-20160803110000.jpg
596,2016-08-03 12:00,3,13.0,8,65.0,102.49,19.7,12,24.1,0,12.0,4.0,2016,katkam-scaled/katkam-20160803120000.jpg
597,2016-08-03 14:00,3,14.2,8,70.0,102.46,19.7,14,24.1,0,32.0,8.0,2016,katkam-scaled/katkam-20160803140000.jpg
598,2016-08-03 15:00,3,14.2,8,69.0,102.41,20.0,15,32.2,0,23.0,13.0,2016,katkam-scaled/katkam-20160803150000.jpg
599,2016-08-03 17:00,3,13.8,8,71.0,102.3,19.1,17,32.2,0,24.0,12.0,2016,katkam-scaled/katkam-20160803170000.jpg
600,2016-08-03 18:00,3,13.6,8,73.0,102.23,18.5,18,32.2,0,25.0,12.0,2016,katkam-scaled/katkam-20160803180000.jpg
601,2016-08-03 20:00,3,13.4,8,83.0,102.18,16.2,20,24.1,0,28.0,6.0,2016,katkam-scaled/katkam-20160803200000.jpg
602,2016-08-04 06:00,4,13.4,8,95.0,101.99,14.2,6,32.2,0,33.0,3.0,2016,katkam-scaled/katkam-20160804060000.jpg
603,2016-08-04 08:00,4,14.2,8,81.0,101.97,17.4,8,24.1,0,25.0,4.0,2016,katkam-scaled/katkam-20160804080000.jpg
604,2016-08-04 09:00,4,15.4,8,80.0,101.93,18.9,9,24.1,0,27.0,8.0,2016,katkam-scaled/katkam-20160804090000.jpg
605,2016-08-04 11:00,4,15.4,8,74.0,101.86,20.1,11,32.2,0,28.0,18.0,2016,katkam-scaled/katkam-20160804110000.jpg
606,2016-08-04 12:00,4,15.0,8,70.0,101.81,20.6,12,48.3,0,27.0,14.0,2016,katkam-scaled/katkam-20160804120000.jpg
607,2016-08-04 14:00,4,14.8,8,64.0,101.66,21.8,14,48.3,0,27.0,11.0,2016,katkam-scaled/katkam-20160804140000.jpg
608,2016-08-04 15:00,4,14.4,8,66.0,101.58,20.9,15,48.3,0,24.0,12.0,2016,katkam-scaled/katkam-20160804150000.jpg
609,2016-08-04 17:00,4,15.7,8,72.0,101.43,20.8,17,48.3,0,28.0,19.0,2016,katkam-scaled/katkam-20160804170000.jpg
610,2016-08-04 18:00,4,15.3,8,73.0,101.37,20.2,18,48.3,0,30.0,18.0,2016,katkam-scaled/katkam-20160804180000.jpg
611,2016-08-04 20:00,4,14.7,8,84.0,101.27,17.4,20,48.3,0,29.0,12.0,2016,katkam-scaled/katkam-20160804200000.jpg
612,2016-08-05 06:00,5,12.7,8,82.0,101.17,15.7,6,48.3,0,29.0,18.0,2016,katkam-scaled/katkam-20160805060000.jpg
613,2016-08-05 08:00,5,13.2,8,77.0,101.19,17.2,8,24.1,0,29.0,13.0,2016,katkam-scaled/katkam-20160805080000.jpg
614,2016-08-05 09:00,5,13.5,8,73.0,101.2,18.4,9,24.1,0,27.0,14.0,2016,katkam-scaled/katkam-20160805090000.jpg
615,2016-08-05 11:00,5,13.2,8,69.0,101.24,18.9,11,48.3,0,23.0,7.0,2016,katkam-scaled/katkam-20160805110000.jpg
616,2016-08-05 15:00,5,13.0,8,59.0,101.21,21.2,15,48.3,0,26.0,16.0,2016,katkam-scaled/katkam-20160805150000.jpg
617,2016-08-05 17:00,5,12.2,8,58.0,101.2,20.6,17,48.3,0,27.0,14.0,2016,katkam-scaled/katkam-20160805170000.jpg
618,2016-08-05 18:00,5,12.6,8,65.0,101.2,19.2,18,48.3,0,29.0,16.0,2016,katkam-scaled/katkam-20160805180000.jpg
619,2016-08-06 06:00,6,10.7,8,83.0,101.37,13.5,6,24.1,0,9.0,22.0,2016,katkam-scaled/katkam-20160806060000.jpg
620,2016-08-06 08:00,6,11.1,8,71.0,101.41,16.3,8,32.2,0,9.0,27.0,2016,katkam-scaled/katkam-20160806080000.jpg
621,2016-08-06 09:00,6,10.4,8,66.0,101.46,16.7,9,32.2,0,12.0,19.0,2016,katkam-scaled/katkam-20160806090000.jpg
622,2016-08-06 11:00,6,10.9,8,63.0,101.46,18.0,11,32.2,0,13.0,20.0,2016,katkam-scaled/katkam-20160806110000.jpg
623,2016-08-06 12:00,6,11.8,8,63.0,101.44,18.9,12,32.2,0,16.0,17.0,2016,katkam-scaled/katkam-20160806120000.jpg
624,2016-08-06 14:00,6,11.5,8,57.0,101.38,20.2,14,32.2,0,19.0,18.0,2016,katkam-scaled/katkam-20160806140000.jpg
625,2016-08-06 15:00,6,11.1,8,61.0,101.37,18.7,15,32.2,0,21.0,15.0,2016,katkam-scaled/katkam-20160806150000.jpg
626,2016-08-06 17:00,6,12.2,8,68.0,101.29,18.1,17,32.2,0,22.0,9.0,2016,katkam-scaled/katkam-20160806170000.jpg
627,2016-08-06 18:00,6,11.4,8,65.0,101.25,18.0,18,32.2,0,23.0,5.0,2016,katkam-scaled/katkam-20160806180000.jpg
628,2016-08-06 20:00,6,10.7,8,74.0,101.24,15.3,20,32.2,0,30.0,5.0,2016,katkam-scaled/katkam-20160806200000.jpg
629,2016-08-07 06:00,7,12.5,8,91.0,101.15,13.9,6,32.2,0,10.0,12.0,2016,katkam-scaled/katkam-20160807060000.jpg
630,2016-08-07 08:00,7,12.7,8,80.0,101.19,16.1,8,32.2,0,11.0,11.0,2016,katkam-scaled/katkam-20160807080000.jpg
631,2016-08-07 09:00,7,12.9,8,76.0,101.19,17.1,9,32.2,0,12.0,12.0,2016,katkam-scaled/katkam-20160807090000.jpg
632,2016-08-07 11:00,7,11.6,8,65.0,101.25,18.2,11,32.2,0,14.0,19.0,2016,katkam-scaled/katkam-20160807110000.jpg
633,2016-08-07 12:00,7,11.5,8,60.0,101.25,19.4,12,32.2,0,13.0,17.0,2016,katkam-scaled/katkam-20160807120000.jpg
634,2016-08-07 14:00,7,12.7,8,66.0,101.27,19.1,14,32.2,0,10.0,16.0,2016,katkam-scaled/katkam-20160807140000.jpg
635,2016-08-07 15:00,7,11.8,8,59.0,101.24,19.9,15,32.2,0,8.0,10.0,2016,katkam-scaled/katkam-20160807150000.jpg
636,2016-08-07 17:00,7,11.5,8,60.0,101.2,19.4,17,32.2,0,14.0,16.0,2016,katkam-scaled/katkam-20160807170000.jpg
637,2016-08-07 18:00,7,10.9,8,57.0,101.21,19.5,18,32.2,0,13.0,14.0,2016,katkam-scaled/katkam-20160807180000.jpg
638,2016-08-07 20:00,7,11.5,8,68.0,101.26,17.4,20,32.2,0,17.0,8.0,2016,katkam-scaled/katkam-20160807200000.jpg
639,2016-08-08 06:00,8,12.0,8,91.0,101.36,13.4,6,32.2,0,10.0,11.0,2016,katkam-scaled/katkam-20160808060000.jpg
640,2016-08-08 08:00,8,12.4,8,81.0,101.44,15.6,8,19.3,0,11.0,13.0,2016,katkam-scaled/katkam-20160808080000.jpg
641,2016-08-08 09:00,8,12.1,8,75.0,101.44,16.5,9,24.1,0,15.0,5.0,2016,katkam-scaled/katkam-20160808090000.jpg
642,2016-08-08 11:00,8,14.2,8,79.0,101.42,17.8,11,24.1,0,22.0,14.0,2016,katkam-scaled/katkam-20160808110000.jpg
643,2016-08-08 12:00,8,14.8,8,78.0,101.42,18.7,12,24.1,0,23.0,17.0,2016,katkam-scaled/katkam-20160808120000.jpg
644,2016-08-08 15:00,8,13.8,8,71.0,101.39,19.1,15,32.2,0,27.0,13.0,2016,katkam-scaled/katkam-20160808150000.jpg
645,2016-08-08 17:00,8,14.2,8,76.0,101.37,18.4,17,32.2,0,27.0,13.0,2016,katkam-scaled/katkam-20160808170000.jpg
646,2016-08-08 18:00,8,14.6,8,81.0,101.33,17.9,18,48.3,0,28.0,10.0,2016,katkam-scaled/katkam-20160808180000.jpg
647,2016-08-08 20:00,8,14.5,8,80.0,101.37,17.9,20,32.2,0,26.0,12.0,2016,katkam-scaled/katkam-20160808200000.jpg
648,2016-08-09 06:00,9,15.0,8,95.0,101.42,15.8,6,12.9,0,11.0,11.0,2016,katkam-scaled/katkam-20160809060000.jpg
649,2016-08-09 12:00,9,14.9,8,90.0,101.57,16.5,12,12.9,0,13.0,10.0,2016,katkam-scaled/katkam-20160809120000.jpg
650,2016-08-09 14:00,9,14.1,8,76.0,101.55,18.3,14,16.1,0,14.0,8.0,2016,katkam-scaled/katkam-20160809140000.jpg
651,2016-08-09 15:00,9,13.9,8,71.0,101.53,19.2,15,19.3,0,16.0,9.0,2016,katkam-scaled/katkam-20160809150000.jpg
652,2016-08-09 17:00,9,13.7,8,70.0,101.53,19.2,17,24.1,0,19.0,11.0,2016,katkam-scaled/katkam-20160809170000.jpg
653,2016-08-09 18:00,9,14.0,8,71.0,101.53,19.3,18,24.1,0,11.0,9.0,2016,katkam-scaled/katkam-20160809180000.jpg
654,2016-08-09 20:00,9,13.5,8,75.0,101.58,17.9,20,24.1,0,10.0,10.0,2016,katkam-scaled/katkam-20160809200000.jpg
655,2016-08-10 06:00,10,14.1,8,86.0,101.76,16.4,6,24.1,0,15.0,6.0,2016,katkam-scaled/katkam-20160810060000.jpg
656,2016-08-10 08:00,10,14.5,8,80.0,101.77,17.9,8,24.1,0,17.0,9.0,2016,katkam-scaled/katkam-20160810080000.jpg
657,2016-08-10 09:00,10,15.4,8,84.0,101.78,18.1,9,24.1,0,20.0,9.0,2016,katkam-scaled/katkam-20160810090000.jpg
658,2016-08-10 11:00,10,16.2,8,79.0,101.83,19.9,11,24.1,0,25.0,13.0,2016,katkam-scaled/katkam-20160810110000.jpg
659,2016-08-10 12:00,10,16.2,8,78.0,101.85,20.1,12,24.1,0,28.0,15.0,2016,katkam-scaled/katkam-20160810120000.jpg
660,2016-08-10 17:00,10,15.6,8,70.0,101.77,21.2,17,48.3,0,28.0,14.0,2016,katkam-scaled/katkam-20160810170000.jpg
661,2016-08-11 06:00,11,15.3,8,90.0,102.0,16.9,6,48.3,0,31.0,23.0,2016,katkam-scaled/katkam-20160811060000.jpg
662,2016-08-11 08:00,11,15.1,8,81.0,102.04,18.4,8,48.3,0,30.0,29.0,2016,katkam-scaled/katkam-20160811080000.jpg
663,2016-08-11 09:00,11,15.0,8,76.0,102.05,19.3,9,48.3,0,29.0,28.0,2016,katkam-scaled/katkam-20160811090000.jpg
664,2016-08-11 11:00,11,15.7,8,74.0,102.05,20.4,11,48.3,0,29.0,30.0,2016,katkam-scaled/katkam-20160811110000.jpg
665,2016-08-11 14:00,11,16.1,8,71.0,101.93,21.5,14,48.3,0,30.0,27.0,2016,katkam-scaled/katkam-20160811140000.jpg
666,2016-08-11 15:00,11,15.8,8,68.0,101.89,21.9,15,48.3,0,30.0,28.0,2016,katkam-scaled/katkam-20160811150000.jpg
667,2016-08-11 17:00,11,15.8,8,70.0,101.78,21.4,17,48.3,0,30.0,28.0,2016,katkam-scaled/katkam-20160811170000.jpg
668,2016-08-11 18:00,11,16.0,8,74.0,101.75,20.7,18,48.3,0,30.0,21.0,2016,katkam-scaled/katkam-20160811180000.jpg
669,2016-08-11 20:00,11,15.7,8,80.0,101.74,19.2,20,48.3,0,30.0,17.0,2016,katkam-scaled/katkam-20160811200000.jpg
670,2016-08-12 08:00,12,16.7,8,83.0,101.93,19.6,8,48.3,0,30.0,24.0,2016,katkam-scaled/katkam-20160812080000.jpg
671,2016-08-12 09:00,12,16.5,8,78.0,101.91,20.4,9,48.3,0,30.0,25.0,2016,katkam-scaled/katkam-20160812090000.jpg
672,2016-08-12 11:00,12,16.7,8,74.0,101.87,21.4,11,48.3,0,29.0,28.0,2016,katkam-scaled/katkam-20160812110000.jpg
673,2016-08-12 12:00,12,16.8,8,72.0,101.84,22.0,12,48.3,0,30.0,23.0,2016,katkam-scaled/katkam-20160812120000.jpg
674,2016-08-12 15:00,12,16.7,8,63.0,101.71,24.1,15,48.3,0,30.0,16.0,2016,katkam-scaled/katkam-20160812150000.jpg
675,2016-08-12 17:00,12,16.7,8,65.0,101.59,23.5,17,48.3,0,29.0,11.0,2016,katkam-scaled/katkam-20160812170000.jpg
676,2016-08-12 18:00,12,16.8,8,73.0,101.53,21.8,18,48.3,0,26.0,13.0,2016,katkam-scaled/katkam-20160812180000.jpg
677,2016-08-12 20:00,12,17.2,8,82.0,101.52,20.3,20,48.3,0,21.0,5.0,2016,katkam-scaled/katkam-20160812200000.jpg
678,2016-08-13 06:00,13,15.9,8,90.0,101.58,17.5,6,48.3,0,31.0,15.0,2016,katkam-scaled/katkam-20160813060000.jpg
679,2016-08-13 08:00,13,16.5,8,81.0,101.6,19.8,8,48.3,0,31.0,18.0,2016,katkam-scaled/katkam-20160813080000.jpg
680,2016-08-13 12:00,13,16.5,8,69.0,101.54,22.4,12,48.3,0,29.0,19.0,2016,katkam-scaled/katkam-20160813120000.jpg
681,2016-08-13 20:00,13,16.2,8,79.0,101.35,19.9,20,48.3,0,26.0,10.0,2016,katkam-scaled/katkam-20160813200000.jpg
682,2016-08-14 06:00,14,14.9,8,86.0,101.52,17.2,6,48.3,0,30.0,22.0,2016,katkam-scaled/katkam-20160814060000.jpg
683,2016-08-14 08:00,14,14.9,8,76.0,101.57,19.2,8,48.3,0,29.0,18.0,2016,katkam-scaled/katkam-20160814080000.jpg
684,2016-08-14 09:00,14,15.7,8,75.0,101.59,20.2,9,48.3,0,30.0,19.0,2016,katkam-scaled/katkam-20160814090000.jpg
685,2016-08-14 11:00,14,14.5,8,67.0,101.6,20.8,11,48.3,0,29.0,26.0,2016,katkam-scaled/katkam-20160814110000.jpg
686,2016-08-14 12:00,14,15.1,8,67.0,101.59,21.4,12,48.3,0,29.0,21.0,2016,katkam-scaled/katkam-20160814120000.jpg
687,2016-08-14 14:00,14,14.5,8,63.0,101.56,21.7,14,48.3,0,25.0,13.0,2016,katkam-scaled/katkam-20160814140000.jpg
688,2016-08-14 15:00,14,14.7,8,63.0,101.52,21.9,15,48.3,0,23.0,11.0,2016,katkam-scaled/katkam-20160814150000.jpg
689,2016-08-14 17:00,14,15.6,8,68.0,101.47,21.7,17,48.3,0,20.0,10.0,2016,katkam-scaled/katkam-20160814170000.jpg
690,2016-08-14 18:00,14,13.0,8,56.0,101.43,22.0,18,48.3,0,22.0,8.0,2016,katkam-scaled/katkam-20160814180000.jpg
691,2016-08-14 20:00,14,13.1,8,66.0,101.49,19.5,20,48.3,0,1.0,3.0,2016,katkam-scaled/katkam-20160814200000.jpg
692,2016-08-15 09:00,15,14.6,8,67.0,101.83,20.9,9,48.3,0,16.0,9.0,2016,katkam-scaled/katkam-20160815090000.jpg
693,2016-08-15 11:00,15,16.9,8,76.0,101.83,21.2,11,48.3,0,22.0,16.0,2016,katkam-scaled/katkam-20160815110000.jpg
694,2016-08-15 12:00,15,15.5,8,69.0,101.82,21.3,12,48.3,0,26.0,13.0,2016,katkam-scaled/katkam-20160815120000.jpg
695,2016-08-15 14:00,15,16.6,8,73.0,101.74,21.6,14,48.3,0,26.0,16.0,2016,katkam-scaled/katkam-20160815140000.jpg
696,2016-08-15 15:00,15,16.3,8,73.0,101.7,21.3,15,48.3,0,24.0,10.0,2016,katkam-scaled/katkam-20160815150000.jpg
697,2016-08-15 17:00,15,16.7,8,76.0,101.62,21.0,17,48.3,0,23.0,8.0,2016,katkam-scaled/katkam-20160815170000.jpg
698,2016-08-15 20:00,15,15.8,8,72.0,101.65,21.0,20,48.3,0,14.0,9.0,2016,katkam-scaled/katkam-20160815200000.jpg
699,2016-08-16 18:00,16,15.5,8,69.0,101.64,21.3,18,48.3,0,23.0,10.0,2016,katkam-scaled/katkam-20160816180000.jpg
700,2016-08-16 20:00,16,15.1,8,75.0,101.67,19.6,20,48.3,0,25.0,14.0,2016,katkam-scaled/katkam-20160816200000.jpg
701,2016-08-17 06:00,17,13.5,8,83.0,101.85,16.4,6,48.3,0,30.0,27.0,2016,katkam-scaled/katkam-20160817060000.jpg
702,2016-08-17 08:00,17,13.4,8,74.0,101.89,18.0,8,48.3,0,30.0,28.0,2016,katkam-scaled/katkam-20160817080000.jpg
703,2016-08-17 09:00,17,13.4,8,71.0,101.88,18.7,9,48.3,0,29.0,31.0,2016,katkam-scaled/katkam-20160817090000.jpg
704,2016-08-17 17:00,17,15.1,8,68.0,101.52,21.1,17,48.3,0,30.0,18.0,2016,katkam-scaled/katkam-20160817170000.jpg
705,2016-08-17 18:00,17,15.2,8,73.0,101.47,20.1,18,48.3,0,31.0,17.0,2016,katkam-scaled/katkam-20160817180000.jpg
706,2016-08-17 20:00,17,14.5,8,76.0,101.53,18.8,20,48.3,0,31.0,16.0,2016,katkam-scaled/katkam-20160817200000.jpg
707,2016-08-18 06:00,18,14.6,8,87.0,101.78,16.7,6,48.3,0,30.0,26.0,2016,katkam-scaled/katkam-20160818060000.jpg
708,2016-08-18 08:00,18,14.4,8,76.0,101.8,18.7,8,48.3,0,30.0,27.0,2016,katkam-scaled/katkam-20160818080000.jpg
709,2016-08-18 09:00,18,14.8,8,75.0,101.82,19.3,9,48.3,0,30.0,28.0,2016,katkam-scaled/katkam-20160818090000.jpg
710,2016-08-18 12:00,18,14.9,8,66.0,101.74,21.4,12,48.3,0,29.0,28.0,2016,katkam-scaled/katkam-20160818120000.jpg
711,2016-08-18 14:00,18,14.6,8,61.0,101.62,22.4,14,48.3,0,30.0,30.0,2016,katkam-scaled/katkam-20160818140000.jpg
712,2016-08-18 17:00,18,14.6,8,59.0,101.45,22.9,17,48.3,0,31.0,15.0,2016,katkam-scaled/katkam-20160818170000.jpg
713,2016-08-18 18:00,18,14.3,8,60.0,101.4,22.3,18,48.3,0,32.0,18.0,2016,katkam-scaled/katkam-20160818180000.jpg
714,2016-08-18 20:00,18,14.1,8,65.0,101.44,20.8,20,48.3,0,28.0,21.0,2016,katkam-scaled/katkam-20160818200000.jpg
715,2016-08-19 06:00,19,15.2,8,86.0,101.64,17.5,6,48.3,0,31.0,18.0,2016,katkam-scaled/katkam-20160819060000.jpg
716,2016-08-19 09:00,19,14.8,8,67.0,101.67,21.1,9,48.3,0,30.0,31.0,2016,katkam-scaled/katkam-20160819090000.jpg
717,2016-08-19 11:00,19,15.8,8,63.0,101.67,23.1,11,48.3,0,31.0,24.0,2016,katkam-scaled/katkam-20160819110000.jpg
718,2016-08-19 12:00,19,16.0,8,62.0,101.66,23.6,12,48.3,0,30.0,24.0,2016,katkam-scaled/katkam-20160819120000.jpg
719,2016-08-19 14:00,19,16.4,8,57.0,101.56,25.4,14,48.3,0,29.0,19.0,2016,katkam-scaled/katkam-20160819140000.jpg
720,2016-08-19 17:00,19,13.9,8,47.0,101.32,25.9,17,48.3,0,29.0,8.0,2016,katkam-scaled/katkam-20160819170000.jpg
721,2016-08-19 18:00,19,16.0,8,62.0,101.27,23.6,18,48.3,0,27.0,6.0,2016,katkam-scaled/katkam-20160819180000.jpg
722,2016-08-19 20:00,19,16.0,8,75.0,101.25,20.5,20,48.3,0,20.0,5.0,2016,katkam-scaled/katkam-20160819200000.jpg
723,2016-08-20 06:00,20,15.2,8,89.0,101.3,17.0,6,48.3,0,31.0,18.0,2016,katkam-scaled/katkam-20160820060000.jpg
724,2016-08-20 08:00,20,15.6,8,80.0,101.33,19.1,8,48.3,0,30.0,25.0,2016,katkam-scaled/katkam-20160820080000.jpg
725,2016-08-20 09:00,20,15.7,8,76.0,101.32,20.0,9,48.3,0,30.0,24.0,2016,katkam-scaled/katkam-20160820090000.jpg
726,2016-08-20 11:00,20,15.8,8,70.0,101.27,21.4,11,48.3,0,30.0,28.0,2016,katkam-scaled/katkam-20160820110000.jpg
727,2016-08-20 12:00,20,16.3,8,69.0,101.23,22.2,12,48.3,0,30.0,22.0,2016,katkam-scaled/katkam-20160820120000.jpg
728,2016-08-20 14:00,20,17.1,8,65.0,101.13,24.0,14,48.3,0,30.0,17.0,2016,katkam-scaled/katkam-20160820140000.jpg
729,2016-08-20 15:00,20,16.5,8,63.0,101.04,23.8,15,48.3,0,29.0,17.0,2016,katkam-scaled/katkam-20160820150000.jpg
730,2016-08-20 17:00,20,16.6,8,69.0,100.92,22.5,17,48.3,0,29.0,13.0,2016,katkam-scaled/katkam-20160820170000.jpg
731,2016-08-20 18:00,20,15.9,8,68.0,100.87,22.0,18,48.3,0,31.0,8.0,2016,katkam-scaled/katkam-20160820180000.jpg
732,2016-08-20 20:00,20,15.9,8,73.0,100.84,20.8,20,48.3,0,21.0,5.0,2016,katkam-scaled/katkam-20160820200000.jpg
733,2016-08-21 06:00,21,14.5,8,89.0,100.75,16.3,6,48.3,0,9.0,10.0,2016,katkam-scaled/katkam-20160821060000.jpg
734,2016-08-21 08:00,21,12.7,8,71.0,100.84,18.0,8,48.3,0,12.0,17.0,2016,katkam-scaled/katkam-20160821080000.jpg
735,2016-08-21 09:00,21,12.9,8,64.0,100.82,19.8,9,48.3,0,11.0,26.0,2016,katkam-scaled/katkam-20160821090000.jpg
736,2016-08-21 11:00,21,13.3,8,64.0,100.93,20.2,11,48.3,0,11.0,18.0,2016,katkam-scaled/katkam-20160821110000.jpg
737,2016-08-21 12:00,21,13.7,8,74.0,101.0,18.3,12,48.3,0,21.0,5.0,2016,katkam-scaled/katkam-20160821120000.jpg
738,2016-08-21 14:00,21,14.4,8,67.0,101.01,20.6,14,48.3,0,19.0,9.0,2016,katkam-scaled/katkam-20160821140000.jpg
739,2016-08-21 15:00,21,14.0,8,68.0,100.99,20.0,15,48.3,0,21.0,18.0,2016,katkam-scaled/katkam-20160821150000.jpg
740,2016-08-21 17:00,21,11.0,8,61.0,101.07,18.6,17,48.3,0,29.0,21.0,2016,katkam-scaled/katkam-20160821170000.jpg
741,2016-08-21 18:00,21,12.6,8,73.0,101.05,17.4,18,48.3,0,29.0,28.0,2016,katkam-scaled/katkam-20160821180000.jpg
742,2016-08-21 20:00,21,12.7,8,76.0,101.16,16.9,20,32.2,0,29.0,21.0,2016,katkam-scaled/katkam-20160821200000.jpg
743,2016-08-22 06:00,22,10.7,8,76.0,101.54,14.8,6,32.2,0,29.0,19.0,2016,katkam-scaled/katkam-20160822060000.jpg
744,2016-08-22 08:00,22,11.1,8,71.0,101.68,16.3,8,48.3,0,30.0,10.0,2016,katkam-scaled/katkam-20160822080000.jpg
745,2016-08-22 09:00,22,11.1,8,68.0,101.74,17.0,9,48.3,0,32.0,7.0,2016,katkam-scaled/katkam-20160822090000.jpg
746,2016-08-22 11:00,22,11.1,8,65.0,101.82,17.7,11,32.2,0,23.0,9.0,2016,katkam-scaled/katkam-20160822110000.jpg
747,2016-08-22 12:00,22,11.1,8,60.0,101.83,18.9,12,32.2,0,23.0,13.0,2016,katkam-scaled/katkam-20160822120000.jpg
748,2016-08-22 14:00,22,10.3,8,54.0,101.84,19.7,14,48.3,0,24.0,15.0,2016,katkam-scaled/katkam-20160822140000.jpg
749,2016-08-22 15:00,22,10.4,8,53.0,101.84,20.1,15,48.3,0,23.0,16.0,2016,katkam-scaled/katkam-20160822150000.jpg
750,2016-08-22 17:00,22,10.8,8,57.0,101.83,19.4,17,48.3,0,23.0,9.0,2016,katkam-scaled/katkam-20160822170000.jpg
751,2016-08-22 18:00,22,9.1,8,52.0,101.82,19.1,18,48.3,0,21.0,8.0,2016,katkam-scaled/katkam-20160822180000.jpg
752,2016-08-22 20:00,22,9.6,8,59.0,101.9,17.6,20,48.3,0,16.0,5.0,2016,katkam-scaled/katkam-20160822200000.jpg
753,2016-08-23 06:00,23,11.2,8,88.0,102.16,13.1,6,40.2,0,29.0,7.0,2016,katkam-scaled/katkam-20160823060000.jpg
754,2016-08-23 08:00,23,12.7,8,72.0,102.24,17.7,8,48.3,0,31.0,14.0,2016,katkam-scaled/katkam-20160823080000.jpg
755,2016-08-23 09:00,23,13.3,8,74.0,102.26,17.9,9,48.3,0,29.0,19.0,2016,katkam-scaled/katkam-20160823090000.jpg
756,2016-08-23 11:00,23,13.4,8,71.0,102.26,18.7,11,48.3,0,29.0,21.0,2016,katkam-scaled/katkam-20160823110000.jpg
757,2016-08-23 12:00,23,13.9,8,69.0,102.23,19.7,12,48.3,0,30.0,20.0,2016,katkam-scaled/katkam-20160823120000.jpg
758,2016-08-23 14:00,23,12.8,8,61.0,102.18,20.5,14,48.3,0,30.0,14.0,2016,katkam-scaled/katkam-20160823140000.jpg
759,2016-08-23 15:00,23,13.9,8,63.0,102.14,21.1,15,48.3,0,29.0,19.0,2016,katkam-scaled/katkam-20160823150000.jpg
760,2016-08-23 17:00,23,13.8,8,64.0,102.08,20.7,17,48.3,0,30.0,17.0,2016,katkam-scaled/katkam-20160823170000.jpg
761,2016-08-23 18:00,23,14.5,8,71.0,102.04,19.8,18,48.3,0,29.0,13.0,2016,katkam-scaled/katkam-20160823180000.jpg
762,2016-08-23 20:00,23,14.0,8,81.0,102.09,17.2,20,48.3,0,31.0,15.0,2016,katkam-scaled/katkam-20160823200000.jpg
763,2016-08-24 06:00,24,14.0,8,88.0,102.38,16.0,6,48.3,0,30.0,22.0,2016,katkam-scaled/katkam-20160824060000.jpg
764,2016-08-24 08:00,24,14.9,8,80.0,102.43,18.4,8,48.3,0,30.0,22.0,2016,katkam-scaled/katkam-20160824080000.jpg
765,2016-08-24 09:00,24,15.2,8,78.0,102.43,19.1,9,48.3,0,29.0,23.0,2016,katkam-scaled/katkam-20160824090000.jpg
766,2016-08-24 11:00,24,14.9,8,72.0,102.39,20.0,11,48.3,0,30.0,22.0,2016,katkam-scaled/katkam-20160824110000.jpg
767,2016-08-24 12:00,24,15.0,8,70.0,102.35,20.6,12,48.3,0,30.0,25.0,2016,katkam-scaled/katkam-20160824120000.jpg
768,2016-08-24 14:00,24,15.0,8,64.0,102.2,22.0,14,48.3,0,30.0,23.0,2016,katkam-scaled/katkam-20160824140000.jpg
769,2016-08-24 15:00,24,15.0,8,61.0,102.15,22.8,15,48.3,0,30.0,20.0,2016,katkam-scaled/katkam-20160824150000.jpg
770,2016-08-24 17:00,24,14.4,8,56.0,102.04,23.5,17,48.3,0,30.0,12.0,2016,katkam-scaled/katkam-20160824170000.jpg
771,2016-08-24 18:00,24,14.8,8,62.0,101.99,22.3,18,48.3,0,29.0,12.0,2016,katkam-scaled/katkam-20160824180000.jpg
772,2016-08-24 20:00,24,14.6,8,77.0,101.97,18.7,20,48.3,0,32.0,16.0,2016,katkam-scaled/katkam-20160824200000.jpg
773,2016-08-25 06:00,25,15.0,8,90.0,102.04,16.6,6,48.3,0,32.0,15.0,2016,katkam-scaled/katkam-20160825060000.jpg
774,2016-08-25 08:00,25,15.0,8,71.0,102.02,20.3,8,48.3,0,31.0,19.0,2016,katkam-scaled/katkam-20160825080000.jpg
775,2016-08-25 09:00,25,15.2,8,67.0,101.98,21.5,9,48.3,0,31.0,18.0,2016,katkam-scaled/katkam-20160825090000.jpg
776,2016-08-25 11:00,25,15.1,8,64.0,101.91,22.1,11,48.3,0,30.0,21.0,2016,katkam-scaled/katkam-20160825110000.jpg
777,2016-08-25 12:00,25,15.7,8,63.0,101.85,23.0,12,48.3,0,29.0,17.0,2016,katkam-scaled/katkam-20160825120000.jpg
778,2016-08-25 14:00,25,14.5,8,52.0,101.7,24.9,14,48.3,0,29.0,14.0,2016,katkam-scaled/katkam-20160825140000.jpg
779,2016-08-25 15:00,25,14.2,8,51.0,101.63,24.8,15,48.3,0,28.0,13.0,2016,katkam-scaled/katkam-20160825150000.jpg
780,2016-08-25 17:00,25,13.3,8,48.0,101.51,24.9,17,48.3,0,28.0,6.0,2016,katkam-scaled/katkam-20160825170000.jpg
